date,tx_index,exchange_rate,s&p500,dealer,trust,foreign_inverstors,overnight_rate
20170601,10087.41992,30.117,243.3600006,985364527,-390609976,5727572885,0.181
20170602,10152.53027,30.117,244.1699982,1397958999,71845590,10027578707,0.181
20170603,0,30.127,0,912264391,-663580640,377603779,0.18
20170605,10226.83984,30.09,243.9900055,1333054027,-440151826,8686008757,0.177
20170606,10206.17969,30.093,243.2100067,-1065736393,-435727950,304031161,0.179
20170607,10209.99023,30.095,243.6600037,89892019,-521801767,4170074298,0.181
20170608,10225.78027,30.105,243.7799988,-85118748,-225664925,4689686007,0.179
20170609,10199.65039,30.108,243.4100037,37172559,-790199050,-7507340487,0.18
20170612,10109.95996,30.176,243.3600006,1284259430,-392815053,-26753008097,0.188
20170613,10128.15039,30.227,244.5500031,217071864,-269840443,-16821796331,0.184
20170614,10072.45996,30.23,244.2400055,-2468910985,-440740323,-7106060196,0.184
20170615,10088.34961,30.247,243.7700043,-127852117,-560984020,-101419119,0.183
20170616,10156.73047,30.381,242.6399994,819460583,-497179961,5958726516,0.186
20170619,10250.59961,30.361,244.6600037,1626657512,614700622,7261093140,0.183
20170620,10324.45996,30.401,243.0099945,-346583829,275770597,2736126992,0.186
20170621,10349.71973,30.471,242.9499969,2653415542,185443381,7757892855,0.183
20170622,10399.05957,30.442,242.8399963,2939857058,43985437,8720005929,0.181
20170623,10377.7002,30.4,243.1300049,1233970056,-277757234,-4897905370,0.186
20170626,10513.95996,30.335,243.2899933,1558809757,49503257,35895620418,0.185
20170627,10512.05957,30.341,241.3300018,2878443678,-462307660,2635634886,0.187
20170628,10390.54981,30.438,243.4900055,863641718,-697160846,-2417529732,0.185
20170629,10421.65039,30.37,241.3500061,-493842321,-699254078,6986846423,0.188
20170630,10395.07031,30.436,241.8000031,770317914,-1755255359,-183547953,0.191
20170703,10412.79004,30.428,242.2100067,436408091,-496983850,-710293045,0.185
20170704,10347.78027,30.528,0,-144690248,-545152923,-9481404081,0.181
20170705,10404.79004,30.509,242.7700043,2803985603,-415722365,-2063045520,0.178
20170706,10368.2002,30.601,240.5500031,-135167563,-118793614,-253147045,0.179
20170707,10297.25,30.61,242.1100006,-1148095743,-825635749,-14465485142,0.179
20170710,10289.91016,30.585,242.3699951,554120955,-183871200,-3914189981,0.18
20170711,10415.57031,30.593,242.1900024,1741909542,-174825005,23958039929,0.182
20170712,10420.67969,30.49,244.0099945,1815096494,904389875,8886876101,0.186
20170713,10460.15039,30.385,244.4199982,-2128246817,-215283002,-458055277,0.183
20170714,10443.91016,30.417,245.5599976,-58168436,-179729574,-4442966348,0.186
20170717,10457.54004,30.419,245.5299988,1221399251,-384723851,2990228534,0.186
20170718,10481.25977,30.37,245.6600037,-942323604,-769700780,428668530,0.187
20170719,10506.09961,30.397,246.9900055,-1126074528,20910175,7292836855,0.187
20170720,10499.36035,30.457,247.1000061,-365138968,-1011878870,-3803152034,0.187
20170721,10436.7002,30.451,246.8800049,971543498,-862190623,-9478621063,0.188
20170724,10461.28027,30.359,246.8200073,693035054,-748201926,2397550014,0.183
20170725,10463.15039,30.36,247.4199982,776091311,-375403220,1317222759,0.186
20170726,10419.11035,30.402,247.4299927,-1436041630,-321496543,-6695222609,0.185
20170727,10508.37012,30.252,247.1999969,706776788,-777693796,9881617214,0.186
20170728,10423.04981,30.302,246.9100037,-1592241479,-610736634,-14878656651,0.186
20170731,10427.33008,30.227,246.7700043,328290272,-467647894,-2563974644,0.187
20170801,10437.29004,30.256,247.3200073,2294198163,-617515230,2252650549,0.188
20170802,10519.26953,30.252,247.4400024,208237051,-50082784,17554940787,0.185
20170803,10469.87988,30.227,246.9600067,-1074733705,-1138141460,-13454515531,0.184
20170804,10506.55957,30.22,247.4100037,-53823387,257531418,-3686786339,0.181
20170807,10579.37988,30.234,247.8699951,1193824707,739709095,887441168,0.178
20170808,10568.96973,30.201,247.2599945,-1643279219,67965604,-2942032175,0.178
20170809,10470.37988,30.218,247.25,-2550685193,-357350988,-16810464983,0.179
20170810,10329.74023,30.309,243.7599945,-2884919341,-416506830,-758830627,0.177
20170811,10329.57031,30.358,244.1199951,761940040,-589382040,-17997287400,0.18
20170814,10225.28027,30.302,246.5399933,-2939659653,-538922760,-7326806413,0.18
20170815,10311.16016,30.317,246.5099945,-642627792,301147024,3650318488,0.184
20170816,10290.38965,30.365,246.9400024,-1176235519,878208679,-9431592482,0.179
20170817,10369.37012,30.312,243.0899963,675573796,257503770,7225370058,0.177
20170818,10321.33008,30.332,242.7100067,-184263042,-166332717,-9960268241,0.18
20170821,10326.38965,30.328,242.8999939,531186554,49726006,-4519275286,0.182
20170822,10392.07031,30.3,245.4400024,1599548788,461844410,9959069526,0.18
20170823,10406.80957,30.29,244.5599976,-2228044168,579902890,-651754670,0.178
20170824,10488.95996,30.265,243.9900055,1280566915,-14086938,16914860737,0.178
20170825,10515.50977,30.25,244.5599976,1373989810,307874328,13468472356,0.174
20170828,10525.98047,30.162,244.5700073,822725433,-63819366,-2677324157,0.174
20170829,10496.57031,30.2,244.8500061,-1105579191,-120081729,-9664075462,0.176
20170830,10569.40039,30.156,246.0099945,-1013941450,-78956660,5446894560,0.176
20170831,10585.78027,30.203,247.4900055,-921278273,-1134025132,663147075,0.179
20170901,10594.82031,30.156,247.8399963,915759369,-589369181,2097671634,0.178
20170904,10569.87012,30.101,0,105655091,-496169541,-3870085676,0.18
20170905,10617.83984,30.07,246.0599976,455054831,-447423837,-622373640,0.183
20170906,10547.86035,30.105,246.8999939,-2489353234,-815782607,-11472916019,0.179
20170907,10538.50977,30.062,246.8699951,-820412562,-1224896874,-6987472044,0.184
20170908,10609.9502,30.006,246.5800018,604929510,-838687271,6906959191,0.183
20170911,10572.16016,30.026,249.2100067,-1777337097,-267676756,-9241729615,0.184
20170912,10610.34961,30.03,250.0500031,337832181,-118925724,-6112421873,0.186
20170913,10532.87988,30.056,250.1699982,-1065332325,-422144605,-19758408978,0.182
20170914,10553.57031,30.106,250.0899963,804778535,-208964532,-4527513789,0.182
20170915,10580.41016,30.075,249.1900024,176230414,349124107,-1196732491,0.183
20170918,10631.57031,30.108,249.7200012,1771949163,548964225,8320822198,0.182
20170919,10576.13965,30.137,249.9700012,-2583212879,155981675,-14470800890,0.186
20170920,10519.16992,30.132,250.0599976,-4149104557,-586860896,-12526812831,0.183
20170921,10578.44043,30.208,249.3899994,2020602932,-557546553,-9040167577,0.182
20170922,10449.67969,30.191,249.4400024,-3260426460,-492877682,-20693198922,0.183
20170925,10335.88965,30.172,248.9299927,-1096420570,-1308826844,-10775923664,0.187
20170926,10257.01953,30.216,249.0800018,-407719630,1314809514,-15478818876,0.189
20170927,10326.67969,30.303,250.0500031,857027847,592561886,-2673269929,0.19
20170928,10296.4502,30.405,250.3500061,-429748503,209330561,-16768090490,0.19
20170929,10329.94043,30.336,251.2299957,-285593104,-628648586,8035903090,0.189
20170930,0,30.305,0,1445108745,364443350,2453179233,0.189
20171002,10465.16016,30.413,252.3200073,1744807874,168393250,4299362988,0.189
20171003,10469.34961,30.45,252.8600006,-48549756,162122109,-7631178413,0.184
20171005,10518.26953,30.35,254.6600037,1362311150,-212478270,8530975390,0.181
20171006,10532.80957,30.376,254.3699951,-301429534,-59320123,5693635443,0.186
20171011,10641.19043,30.232,255.0200043,-782670540,452295194,18732702110,0.182
20171012,10711.44043,30.213,254.6399994,1097349628,209647268,13875525548,0.186
20171013,10724.08984,30.185,254.9499969,829674556,418789644,6538564766,0.188
20171016,10774.20996,30.158,255.2899933,978104346,274136726,11131677930,0.183
20171017,10723.15039,30.205,255.4700012,-1856772691,201607839,-977331594,0.185
20171018,10720.28027,30.2,255.7200012,-1989280350,-286914967,4742686171,0.181
20171019,10760.29004,30.23,255.7899933,3361371190,-301952766,14061818266,0.178
20171020,10728.87988,30.241,257.1099854,1007298272,261663656,7798710710,0.179
20171023,10735.20996,30.262,256.1099854,436380933,-5623672,2002632791,0.182
20171024,10743.78027,30.27,256.5599976,1887514365,-210468900,3200369063,0.18
20171025,10750.57031,30.266,255.2899933,235493988,5566650,1055441564,0.175
20171026,10734.75977,30.229,255.6199951,2094110905,30038768,4406214469,0.177
20171027,10709.11035,30.277,257.7099915,-2585179092,516003257,-4129978437,0.177
20171030,10756.87012,30.205,256.75,998753785,221961836,8097311197,0.18
20171031,10793.79981,30.17,257.1499939,2479948317,-141602329,-550274074,0.178
20171101,10806.36035,30.175,257.4899902,839751323,216171398,-2162019473,0.175
20171102,10788.50977,30.186,257.5899963,50247545,-302792931,-2573314230,0.171
20171103,10800.76953,30.172,258.4500122,1247484600,22596395,528458495,0.171
20171106,10786.19043,30.204,258.8500061,-38475080,556811780,-5528788840,0.172
20171107,10840.33984,30.17,258.6700134,1554762294,-271954712,2391284180,0.175
20171108,10818.99023,30.187,259.1099854,424674453,-27960283,-6231646664,0.171
20171109,10743.26953,30.18,258.1700134,-3363244213,-597982007,-10243893218,0.174
20171110,10732.66992,30.172,258.0899963,248123909,-983132733,-4250885758,0.178
20171113,10683.91992,30.19,258.3299866,-867038648,-199219661,4741019007,0.173
20171114,10687.17969,30.18,257.730011,-51374044,-98495506,1334126466,0.178
20171115,10630.65039,30.15,256.4400024,-1729463685,292738545,-27768204088,0.179
20171116,10625.04004,30.158,258.6199951,1864216710,35077236,-1809286002,0.178
20171117,10701.63965,30.101,257.8599854,1425314778,409762964,6912820834,0.183
20171120,10664.54981,30.102,258.2999878,565641455,-355798179,-4522220690,0.179
20171121,10779.24023,30.06,259.9899902,4527394856,-227175003,19613444295,0.18
20171122,10822.58984,30.02,259.7600098,1763904257,1296821851,19984799546,0.177
20171123,10854.57031,30.007,0,333825123,-66820360,3767675485,0.176
20171124,10854.08984,30.01,260.3599854,-926351656,-210353500,-7255888846,0.179
20171127,10750.92969,30.006,260.230011,-1914262069,-621094498,-19112434289,0.18
20171128,10707.07031,30.001,262.8699951,-341294431,-1461527255,-18982102682,0.176
20171129,10713.54981,29.99,262.7099915,-234653136,-205774190,-13801572656,0.181
20171130,10560.44043,30.01,265.0100098,-1376751220,-1619420468,-30367273294,0.182
20171201,10600.37012,30.028,264.4599915,-3127216070,-801316049,-19303391411,0.179
20171204,10651.11035,30.036,264.1400146,-302239520,-943266951,-4077832645,0.174
20171205,10566.84961,29.993,263.1900024,-2125257358,-1356887237,-4618639451,0.173
20171206,10393.91992,30.01,263.2399902,-3236881783,-490168784,-25802465587,0.177
20171207,10355.75977,30.025,264.0700073,-1275536302,-859505675,-15646665995,0.177
20171208,10398.62012,30.015,265.5100098,221827238,14663055,-4500675867,0.175
20171211,10473.08984,30.018,266.3099976,1996980182,587081918,-4966285966,0.175
20171212,10443.28027,30.018,266.7799988,-1481897107,497385830,-10806491723,0.178
20171213,10470.7002,30.026,266.75,-151164284,209930332,-2417082800,0.181
20171214,10538.00977,30.006,265.6600037,-471230182,244782666,5729054912,0.18
20171215,10491.44043,29.992,266.5100098,-2990105028,-146756178,-11697755326,0.182
20171218,10506.51953,30.006,268.2000122,-178837230,1015915590,584757094,0.176
20171219,10467.33984,29.99,267.1700134,830527660,771833227,-9043955037,0.178
20171220,10504.51953,29.99,267.0299988,427393268,69393252,347786866,0.179
20171221,10488.96973,29.988,267.5799866,919752051,281079131,-3715576398,0.176
20171222,10537.26953,29.968,267.5100098,-418483504,194603647,2242719421,0.181
20171225,10522.49023,29.968,0,-708986660,-113645473,500453013,0.179
20171226,10421.91016,29.945,267.1900024,-3244529010,-631996086,-8913975888,0.18
20171227,10486.66992,29.94,267.3200073,351044708,-17188199,5485542007,0.183
20171228,10567.63965,29.84,267.8699951,500102367,393587690,13898089643,0.182
20171229,10642.86035,29.848,266.8599854,229829373,720530613,14071631496,0.184
20180102,10710.73047,29.628,268.769989,2977531355,-74245611,20199775978,0.182
20180103,10801.57031,29.6,270.4700012,3186212035,999578570,11637315317,0.176
20180104,10848.62988,29.59,271.6099854,1837874109,-141653974,12644740161,0.177
20180105,10879.79981,29.523,273.4200134,1635745445,-334919686,8261360537,0.175
20180108,10915.75,29.523,273.9200134,-13328966,934560469,10940267509,0.175
20180109,10914.88965,29.536,274.5400085,232345291,476122297,-1534429094,0.18
20180110,10831.08984,29.601,274.1199951,103542032,526507075,-5811868119,0.182
20180111,10810.05957,29.605,276.1199951,-776314058,286833445,-3715871589,0.18
20180112,10883.95996,29.6,277.9200134,2020063568,411612338,2069658786,0.179
20180115,10956.30957,29.542,0,3077311885,375150905,8305176304,0.18
20180116,10986.11035,29.555,276.9700012,2062263661,466621457,9889785950,0.181
20180117,11004.79981,29.56,279.6099854,-223800768,-30256355,21898818931,0.178
20180118,11071.57031,29.562,279.1400146,321547976,-1062916737,16603656595,0.177
20180119,11150.84961,29.43,280.4100037,715245490,-870471694,17079484436,0.183
20180122,11231.45996,29.432,282.6900024,72218999,-377002269,4805213658,0.179
20180123,11253.11035,29.402,283.2900085,365688241,-343119387,10348189224,0.179
20180124,11152.16016,29.302,283.1799927,545297205,-551457011,7040247856,0.181
20180125,11165.9502,29.069,283.2999878,-2256948570,-149495537,9222023135,0.183
20180126,11147.09961,29.101,286.5799866,611397955,-1914861281,2967761230,0.184
20180129,11221.80957,29.15,284.6799927,-325533950,401188432,4100726404,0.184
20180130,11076.78027,29.24,281.7600098,-2037498730,127700459,-7202532207,0.185
20180131,11103.79004,29.15,281.8999939,3030747584,-421710015,7626936665,0.186
20180201,11160.25,29.207,281.5799866,-113046559,-175329912,2468392723,0.187
20180202,11126.23047,29.235,275.4500122,-444172851,-311314662,-1636245453,0.182
20180205,10946.25,29.307,263.9299927,-1996142687,-450250074,-19134304035,0.183
20180206,10404,29.386,269.1300049,-2269216788,-832247782,-65772970568,0.181
20180207,10551.54004,29.27,267.6700134,-2385520736,1888782441,-33778877483,0.18
20180208,10528.51953,29.39,257.6300049,-2952255486,-677582417,-20488873659,0.184
20180209,10371.75,29.407,261.5,47323135,-370272829,-37881275376,0.18
20180212,10421.08984,29.4,265.3399963,-781962645,293698282,-39242301631,0.177
20180221,10714.44043,29.245,270.0499878,1711046503,406891598,20545186325,0.176
20180222,10662.37988,29.301,270.3999939,-390346266,16901748,-14139816246,0.18
20180223,10794.54981,29.306,274.7099915,576738458,698012988,5522944356,0.182
20180226,10836.7002,29.235,277.8999939,-1249232,783389279,1312441657,0.185
20180227,10815.46973,29.23,274.4299927,-2162357411,528322846,-5817806667,0.184
20180301,10785.79004,29.318,267.7000122,-1294383395,-226238284,-7280498201,0.181
20180302,10698.16992,29.29,269.0799866,-220902725,69037419,-31304447948,0.181
20180305,10642.90039,29.292,272.1900024,-2105432270,-194815655,-22726470715,0.184
20180306,10784.33984,29.287,272.8800049,-680832019,-237592236,6544335541,0.179
20180307,10745.32031,29.254,272.7799988,356170969,434020542,-470706561,0.177
20180308,10823.24023,29.261,274.1000061,977255692,-259007415,-1185532997,0.181
20180309,10864.82031,29.3,278.8699951,1337646268,274842930,-2348495402,0.182
20180312,11002.09961,29.28,278.519989,1414434137,250640550,26407421991,0.177
20180313,11095.62988,29.252,276.7200012,-286637591,-175829824,14906971733,0.179
20180314,11038.79981,29.257,275.2999878,-750783530,-236947959,-17625354367,0.179
20180315,11018.4502,29.2,275,-814899020,-710077744,-5639233000,0.18
20180316,11027.7002,29.231,274.2000122,-1225285193,-64631503,1838374118,0.18
20180319,11046.90039,29.201,270.4899902,-832348875,-304351300,3429126549,0.18
20180320,11010.83984,29.175,270.9500122,-168970112,-631479458,-456508694,0.179
20180321,11011.07031,29.189,270.4299927,1227971064,193207669,179320761,0.18
20180322,11005.83984,29.153,263.6700134,-4992787538,132039283,1423896225,0.177
20180323,10823.33008,29.17,258.0499878,-4776138587,-768696810,-18071488809,0.181
20180326,10840.04981,29.153,265.1099854,-2040291302,-779553151,-20632169637,0.179
20180327,10986.79004,29.135,260.6000061,-1069858448,-314013815,3700810785,0.183
20180328,10865.66016,29.163,259.8299866,-5311791469,-515339923,-24666981780,0.179
20180329,10845.91992,29.165,263.1499939,-628229783,-526828380,-26166471269,0.178
20180330,10906.21973,29.12,0,276767824,-451886027,3738742155,0.178
20180331,0,29.12,0,-269764461,-44465738,-443357865,0.179
20180402,10888.26953,29.142,257.4700012,-1119183734,-273815580,-5611886294,0.183
20180403,10821.53027,29.148,260.769989,-989144960,-764200900,-19559103322,0.178
20180409,10893.53027,29.209,261,72624999,-21971204,-1875012113,0.176
20180410,10927.17969,29.19,265.1499939,917778594,-105715333,4308455875,0.179
20180411,10974.01953,29.201,263.7600098,1586069137,66357131,446579958,0.183
20180412,10955.29004,29.26,265.9299927,-643362664,228158660,-13477823854,0.181
20180413,10965.38965,29.302,265.1499939,272122248,941672858,-3251370980,0.186
20180416,10954.54981,29.425,267.3299866,-2764237520,364009130,-7998160780,0.188
20180417,10810.4502,29.362,270.1900024,-3054808437,-117807810,-21595497845,0.189
20180418,10847.88965,29.366,270.3900146,-2227225003,622069230,-5134571241,0.186
20180419,10971.21973,29.34,268.8900146,1588819828,484400364,13612301886,0.189
20180420,10779.37988,29.407,266.6099854,-834736977,-622279436,-43103098565,0.187
20180423,10697.12988,29.528,266.5700073,-1125722134,-361246717,-25962175791,0.186
20180424,10579.5,29.616,262.980011,1507630831,-233006878,-14250474403,0.184
20180425,10559.96973,29.66,263.6300049,607599344,-592837823,-14857942705,0.183
20180426,10488.58008,29.705,266.3099976,-3734247975,433255096,-13964304361,0.182
20180427,10553.42969,29.636,266.5599976,-1639359108,80635711,-3135080703,0.188
20180430,10657.87988,29.605,264.5100098,2195000802,784379900,2968459428,0.187
20180502,10618.80957,29.758,263.2000122,-2000070350,477422825,-13647586325,0.183
20180503,10514.17969,29.742,262.6199951,-1038798480,-130532,-22646176404,0.182
20180504,10529.37012,29.716,266.019989,-260507723,-113570951,-6951353852,0.18
20180507,10604.91016,29.763,266.9200134,742196525,585053127,-3666373752,0.179
20180508,10691.37988,29.783,266.9200134,1179822941,156676315,642946630,0.184
20180509,10703.34961,29.928,269.5,-497204414,133196818,908995374,0.183
20180510,10760.20996,29.872,272.019989,-1018101896,414052519,4850196671,0.186
20180511,10858.98047,29.773,272.8500061,-363727714,-318135210,17038156590,0.182
20180514,10952.38965,29.742,272.980011,1102365516,-31719368,18223744454,0.183
20180515,10874.73047,29.848,271.1000061,-993362645,-161999718,-2981432401,0.185
20180516,10897.57031,29.892,272.2399902,-1293119504,-771653663,-1393126885,0.189
20180517,10833.80957,29.906,272.0100098,-835554220,-226088238,-7656906808,0.187
20180518,10830.83984,29.912,271.3299866,-64227656,-954588194,544144416,0.188
20180521,10966.2002,29.992,273.3699951,571878180,-371119310,6374318914,0.188
20180522,10938.73047,29.922,272.6099854,-1172186847,440498748,-2962419491,0.192
20180523,10886.17969,29.96,273.3599854,-2093658977,-251561738,-6734688553,0.189
20180524,10936.92969,29.93,272.7999878,44783433,-412804302,-43524185,0.191
20180525,10942.29981,29.945,272.1499939,497916672,-214390349,-1331525187,0.191
